mtime,AJ,BW,CF,CM,CQ,CW,CZ,DO,DV,ER,EZ,FM,FO,GJ,HQ,IN,IR,IT,JL,JQ,JY,NP,NT,OQ,PT,PY,RW,SU,TX,TY
2021-11-03T14:15,18995,18374,21067,16699,17482,19455,19942,18691,20646,18486,20229,19925,19641,20912,21932,16660,19724,19432,21128,19754,19574,19292,18640,21028,21640,19346,19864,19824,18160,23044
2021-11-03T14:20,19393,19867,18124,19210,19930,17319,18363,21977,20408,18928,20762,17959,19452,15072,18563,21921,20414,17897,18781,19241,19994,17234,18312,20238,20759,19645,20350,18571,17217,22133
2021-11-03T14:25,19453,20537,18996,15683,23053,17535,20519,18636,19307,23260,19979,20669,18611,18488,19820,23027,21133,21228,18567,19420,23102,18207,18282,18837,18367,17099,21867,18904,19569,20121
2021-11-03T14:30,18361,20901,20506,20674,23095,18048,19447,21166,19583,21969,20940,21510,18624,19202,19466,18934,14664,18723,17756,19061,21481,18423,19596,20258,20713,19486,19443,18479,21389,19709
2021-11-03T14:35,21485,21538,18728,23832,17673,18904,18294,22447,18177,15841,18280,22465,20877,19609,21463,16746,18101,17365,20534,19629,18054,18724,17819,23987,19932,16826,22909,18421,16514,18512
2021-11-03T14:40,17517,20345,18558,20285,19337,20888,20067,19779,22520,18941,19456,20636,20321,18758,16723,17468,21936,19327,20011,18833,18443,18916,20236,19189,17453,17362,19784,21400,18098,19687
2021-11-03T14:45,19410,21951,19627,19639,21007,17272,18710,19252,19197,21558,19008,17894,23570,19133,17641,20452,20733,19026,18191,19295,18652,19376,20670,19894,20607,18280,21923,21952,16416,18946
2021-11-03T14:50,21122,19148,20776,22124,17862,20669,20735,21035,18577,15826,16709,16276,20182,19849,19602,22177,20662,20713,20137,18131,20770,19330,20679,18308,20650,18796,19835,18233,18165,20150
2021-11-03T14:55,20768,17628,18890,19605,16192,18763,18081,18369,21290,21376,18146,19206,22735,20049,16593,19593,19494,18527,18381,21977,20966,17151,17061,19442,19228,19385,16079,20529,19131,19550
2021-11-03T15:00,17364,21247,19453,20238,18804,20930,23076,18079,20312,20858,20455,19167,21335,20106,17959,15391,19858,18251,23990,21027,20214,20995,21137,17365,19734,19734,19964,21912,21981,17393
2021-11-03T15:05,22502,20749,18556,22650,22479,18600,17258,19753,17713,18978,19265,22746,19163,20175,19047,17309,22006,17265,20147,18413,22121,21603,16575,21165,21248,19391,19873,18532,20706,21065
2021-11-03T15:10,19087,18118,18102,24380,20264,0,18611,16992,19898,19977,15638,16760,20876,19935,19821,21354,22210,20170,17258,21586,17502,19162,20028,22569,16983,21822,18602,18199,19343,17805
2021-11-03T15:15,19190,17786,17895,19528,22408,22936,19436,18498,16837,17633,20154,18937,17020,17991,20223,18249,21854,18335,20250,18584,17796,20185,21254,22818,23031,19162,16339,21287,20287,18712
2021-11-03T15:20,20305,21886,18666,20961,21427,20321,22189,16447,17310,17630,17881,17958,20762,19182,22398,19287,20605,18713,18929,19728,19024,20268,18939,17328,18450,19144,18308,20539,17991,20983
2021-11-03T15:25,18106,18025,20408,18789,17365,19422,21595,18638,18926,17034,20648,21931,21177,20080,19257,18197,21574,21884,19583,17926,22207,17398,18197,18606,22223,16901,19842,19600,18189,21160
2021-11-03T15:30,19524,17189,18868,20429,17872,16799,18995,21880,19113,18142,20793,20042,17796,18550,17346,15798,19377,20574,18909,18213,21430,19282,21819,19787,19713,18879,19652,18366,16961,19235
2021-11-03T15:35,20188,20819,17307,20065,20783,20845,21412,0,17213,17698,18971,20701,20203,17516,21836,18919,16822,20954,19999,18176,19840,19502,19168,19942,17564,21983,0,18653,21141,22267
2021-11-03T15:40,20046,22169,19670,16920,18461,17515,19731,19963,19025,21627,18689,21039,17382,21328,20014,21589,18263,18551,18139,21258,18250,16623,17344,20720,19906,19847,22489,21313,20797,17869
2021-11-03T15:45,19733,20995,21715,17823,17522,21939,18411,18486,19357,18496,20217,15336,21532,21415,21002,21782,19564,19490,19929,19654,19651,20294,20716,19406,18078,21431,18863,20877,21391,16892
2021-11-03T15:50,19829,21404,20271,17440,22050,17176,19606,20195,19805,19941,19128,19031,17040,18619,17506,18930,17309,19968,17544,21885,19449,20032,20517,17824,17289,19830,19315,18559,20153,19743
2021-11-03T15:55,20631,21142,21320,19555,17118,19724,19840,20093,18131,0,20284,18032,18101,20474,16071,21205,20450,20577,18620,19232,20549,21120,18035,17048,19211,16060,18232,20096,19442,18648
2021-11-03T16:00,20047,20293,19717,20115,20331,19657,17668,19086,19495,21164,20900,19330,22245,17435,19288,19591,19135,16109,21501,19577,22372,20727,18355,19170,20038,20993,19097,17338,19801,21593
2021-11-03T16:05,20403,20039,19606,18709,16259,19985,16321,15794,20002,17903,16188,19006,19336,20418,19010,19538,19377,21497,19318,20706,21454,17149,18795,21721,0,20762,19719,18824,24374,19603
2021-11-03T16:10,16747,18015,22592,19699,19912,19737,20620,20618,17595,22853,19294,17794,21190,22395,19037,19643,20119,20033,22571,20394,17611,19565,21104,22760,19270,19298,21436,19213,20861,17818
2021-11-03T16:15,16728,21328,19981,18598,19488,20653,20348,20318,21990,21768,18478,20207,20553,16800,21799,20444,18437,18425,20703,19369,19408,17258,20300,20491,22498,19182,18873,18872,18404,20748
2021-11-03T16:20,16503,20935,17022,20706,21018,15371,20143,23267,18330,19448,21830,17941,18650,19219,19470,21010,17118,18728,22698,18750,18754,18011,20369,19574,23031,19492,20831,16725,19205,18850
2021-11-03T16:25,19351,15989,17698,19166,20118,20241,20673,19049,21106,18000,19905,16892,18359,20279,21592,21459,19219,18965,20426,19803,22289,18987,17738,19388,20665,20646,20685,18264,18981,18608
2021-11-03T16:30,18545,19571,21395,19315,19475,19284,21416,21369,20649,19956,20690,16612,16831,20136,17800,16540,23367,20678,18807,19910,19022,16748,18308,22058,17845,18966,21276,21085,18966,19309
2021-11-03T16:35,18410,20218,22053,21045,18722,15673,23585,20207,21782,17453,23544,18989,20202,19721,18991,21710,17577,20602,19812,18885,19403,20158,19816,20202,19603,17499,18558,20218,17908,18901
2021-11-03T16:40,19387,24285,18148,18924,20130,19600,14458,18120,18492,20991,17555,20000,19529,20895,20056,22485,18374,20310,18543,20004,20275,20374,18847,21630,22495,22787,19193,19873,19392,16756
2021-11-03T16:45,18541,17529,21989,21167,20218,19735,23674,18031,15069,21881,20511,19593,18335,17623,20166,15914,22844,20575,18719,19494,20156,21082,18860,21012,19004,21239,18821,19272,18384,18109
2021-11-03T16:50,18676,18550,20037,19250,21763,21855,20295,18931,20117,19283,17052,17553,19783,17699,18740,22470,21731,18123,22191,18828,18199,21426,18533,21189,19743,22785,19035,18848,21186,22222
2021-11-03T16:55,22376,22662,21874,17019,20800,20519,18447,22516,20260,22153,18212,16667,21406,19660,18147,21257,21551,20527,19294,21669,21695,19153,20114,19935,19573,16973,21081,19129,19638,19721
2021-11-03T17:00,18513,20609,21283,21881,16990,18490,21828,18650,21915,18688,20746,17688,21344,17931,21901,21355,18436,18558,20946,19697,18742,18708,19965,19960,19284,19312,20843,21158,20842,20237
2021-11-03T17:05,19075,21552,20447,18331,19906,17011,17363,19258,20619,19399,19640,21115,17803,21936,20228,19796,17885,22130,18316,17727,20893,19979,19003,18862,19690,22699,19885,19102,21888,20364
2021-11-03T17:10,22159,19932,18578,19079,21785,18834,20845,19447,19180,22304,21146,19539,21058,18205,21771,19700,21845,21228,20145,21077,21562,17299,17080,20048,18954,20934,21811,19793,20725,17531
2021-11-03T17:15,18516,19755,18711,16971,20598,19277,19806,19448,19831,22599,16655,18497,17316,19405,19367,19402,18062,18931,18454,19854,19161,18827,16938,20066,21162,21223,20782,23078,17360,20673
2021-11-03T17:20,18520,20333,20182,17147,21718,19034,20559,20889,21370,22476,18061,19236,17923,22349,21579,18303,21069,17977,19071,20178,22645,21090,19356,21382,20606,21026,23268,19449,21739,20392
2021-11-03T17:25,19417,20242,22427,16046,19716,19136,20024,18113,21113,21146,17545,16442,17262,18784,20517,17607,18197,20684,20821,20451,19049,18120,0,20754,20246,18977,20348,19304,20744,20573
2021-11-03T17:30,19865,22265,18687,18366,19391,17203,19172,17539,20721,20929,18820,20127,18833,19330,19738,20490,19276,19169,20338,18172,18011,20841,20351,19799,19673,21309,21723,19594,20158,18294
2021-11-03T17:35,16070,16870,20365,18321,18186,21338,17720,17401,19608,17820,18891,18347,17570,21032,20178,18412,20968,18108,21858,15076,18666,16983,22309,18030,18191,19829,17838,18472,17099,21329
2021-11-03T17:40,19623,20365,21487,17634,21202,21564,18116,17752,19655,22970,19345,18970,16966,21076,21134,17276,18006,20134,18378,17777,20849,17582,21629,16668,18782,18409,20360,20570,20375,20799
2021-11-03T17:45,21082,21447,21629,19031,19784,18529,19285,20066,18063,17175,16463,17360,21873,19902,18581,20176,22089,19284,19782,17521,21474,20361,22664,21621,19267,17021,20499,19563,19665,19419
2021-11-03T17:50,22318,16706,19259,19867,19144,17444,22902,18704,20131,18518,18367,21059,19165,18634,18398,19199,19528,19048,16115,20177,17353,16961,20007,22132,18371,19273,22580,18348,18426,19162
2021-11-03T17:55,21426,17023,18848,21351,19634,17643,19549,19856,19635,18265,16164,18432,20775,23090,20256,22064,20155,15763,21482,19981,19842,21051,19904,18731,18507,19350,22763,20151,22140,20531
2021-11-03T18:00,18370,20022,19344,18621,0,18275,18817,18162,22410,18757,19500,16859,19022,16855,16466,19677,17900,19522,20938,17747,21126,16946,21085,16975,20337,19424,19355,17999,21173,18592
2021-11-03T18:05,20327,18945,18190,17424,19833,16573,21356,18203,19122,17764,17694,19488,18805,21254,19448,17367,18275,17447,18716,20149,17835,16860,21918,18642,17739,16881,17780,22243,19129,21659
2021-11-03T18:10,18468,18666,20153,20370,21164,19506,18853,20679,18469,22677,18422,17884,20244,21731,21263,20535,17163,20357,18972,16406,18753,18663,19451,20120,20004,17735,19208,20372,18967,19542
2021-11-03T18:15,19980,19248,21165,18654,19902,20031,18561,19383,20545,21199,16932,19087,20173,21086,18644,21471,21351,15761,16142,21299,18096,19468,17820,16299,19051,18679,20893,18253,19584,18460
2021-11-03T18:20,18517,17890,20843,20665,21215,19246,22413,17645,19433,18180,20634,24850,16643,20956,21564,20838,18531,19086,19341,20963,19365,22674,23218,21869,21301,21766,19845,20200,16909,18533
2021-11-03T18:25,19386,20089,21236,19974,18675,18445,16603,20792,19392,18851,18286,20986,16697,17111,20280,18421,19406,0,19857,20386,17656,19847,18381,19467,19877,18245,17820,21202,19178,21482
2021-11-03T18:30,21079,20223,22953,20185,18613,17574,19686,20995,18391,17948,20865,19397,19542,19884,18910,21561,17906,21049,18435,19832,19253,18333,19718,16403,20818,19092,17848,19671,19652,19650
2021-11-03T18:35,17329,20228,20714,18956,19101,21026,18991,21024,18674,18301,17123,18987,18182,19713,20673,20353,18490,19903,19083,23932,17706,18211,20400,19287,19202,18996,20920,20964,22757,23129
2021-11-03T18:40,20073,17719,18103,17791,20312,18875,17324,20308,21205,20396,22666,19861,19392,20601,24072,18299,18267,17370,18705,22555,17947,19144,17562,20167,20812,16452,19541,21171,16531,19053
2021-11-03T18:45,18561,16260,20055,22445,19161,17945,17855,23123,17809,22189,20161,17580,21812,20342,18911,18056,20579,17735,17774,19708,20157,19813,18393,21668,19636,17911,20650,20458,19728,18848
2021-11-03T18:50,18849,21179,19754,19122,19628,18909,19001,20855,17523,20618,20958,17207,20625,19934,21304,19288,19404,17743,18592,21410,17542,18320,18567,20515,19402,20252,20891,20659,18140,18712
2021-11-03T18:55,19711,20030,19735,16997,19292,19303,21593,17505,20131,20112,19707,18407,20051,17342,19623,21058,16496,19820,18660,17788,18195,21626,23104,18030,19674,23580,21942,20697,18356,19854
2021-11-03T19:00,20509,18213,15749,17913,18293,18656,18609,20241,18823,16645,21232,19435,20651,21041,18182,17430,18001,21662,24057,20965,19136,21368,18452,20868,17922,19343,20723,23292,20273,19492
2021-11-03T19:05,20121,18742,18102,18932,17364,19723,20098,19753,17126,19540,18259,19933,18646,20624,19213,18982,20797,18393,20007,21221,19582,21789,18444,19855,20206,19100,21871,17448,20207,21801
2021-11-03T19:10,19017,22069,18817,21231,18954,18852,19890,19585,18644,20389,19973,22685,19811,19180,18343,20548,14617,18433,20919,21230,20986,21294,18840,19579,22514,19702,18219,19513,17792,19072
2021-11-03T19:15,19513,17281,18082,21689,20912,22258,20224,18897,21547,21908,19373,17989,22145,21958,20229,18807,17050,21976,21557,17641,20847,18082,18292,21442,21384,16590,19432,18509,17927,18949
2021-11-03T19:20,18998,17486,19987,18780,19783,21144,20324,20493,17998,19834,16198,21300,18988,18010,18766,20991,19478,22667,21415,19375,20532,19986,17417,21205,20402,21936,19935,19171,17662,19198
2021-11-03T19:25,20661,20591,17034,19695,19502,20862,20124,17617,15731,21609,20754,19920,18253,19550,18232,19437,17959,20498,22067,17692,19500,23721,17978,17276,19785,17272,20665,19753,18139,16697
2021-11-03T19:30,20414,21760,21844,19453,20360,16811,18867,20933,19897,15370,15575,15660,23445,21023,18395,18451,19112,18457,19018,17518,18174,20941,21298,17408,21647,18430,22389,19763,19398,0
2021-11-03T19:35,23235,0,18948,18535,20866,21746,17883,22410,20694,20723,19789,19688,20461,18542,20291,17855,19522,18140,18039,21775,22962,19250,21369,18222,18185,17554,19646,21918,18840,23725
2021-11-03T19:40,21549,19920,21026,19038,19963,18095,18727,19332,21051,19348,21722,21615,19706,18780,19113,19270,19069,18359,18643,19789,20419,20127,18988,18791,19108,19547,18061,18653,17885,18494
2021-11-03T19:45,20963,19098,20508,16979,19372,17748,21915,20115,15665,18463,17779,20567,15199,15026,20616,19245,20335,17891,19698,19247,18039,16258,20682,20025,20890,18293,21694,20968,20923,21585
2021-11-03T19:50,22340,20850,19421,18370,21033,20579,19179,20336,19519,22114,20810,20614,22453,20793,18203,20328,19869,18396,17183,20241,21889,19211,21531,20482,22447,19783,18201,22626,15426,19789
2021-11-03T19:55,19064,17548,19309,18924,17784,20308,20984,21610,17865,17780,18297,19961,23216,19733,20871,21466,18356,17676,17824,19552,19685,18237,18200,21946,21141,21575,19371,19531,19591,17465
2021-11-03T20:00,17284,17940,19401,19570,17801,18362,19460,18108,19082,21799,18495,22413,21841,20054,16634,19954,18912,16421,19493,20274,20144,21283,17762,18979,22459,19678,19614,0,20019,20614
2021-11-03T20:05,21847,20103,18852,17599,18728,17962,18726,17614,18909,18761,16938,21723,20424,18543,19651,20986,16793,22253,20092,18374,18642,20029,19971,16579,23514,19010,18688,20140,19216,19322
2021-11-03T20:10,21736,21428,20655,19591,18758,22607,21037,21770,16912,16833,15823,17372,19712,18190,18107,17914,18658,19729,15020,17452,19099,20166,18781,19000,21020,17856,19723,19754,19260,16487
2021-11-03T20:15,22645,19716,19059,20321,17920,22674,16544,16472,19876,21078,18539,19342,17528,18193,17896,20548,18978,20918,20366,21602,18215,20845,18767,19840,15984,18150,20383,17794,17107,18261
2021-11-03T20:20,18922,19434,18631,20604,18586,16059,20919,20353,17697,22105,17991,19265,20177,19833,17622,18185,19793,16779,17621,20283,18953,18820,21056,19656,16857,19530,21138,21520,21032,21053
2021-11-03T20:25,19657,22334,18889,18400,20701,19566,17015,18867,18422,18405,17306,21833,19604,19848,18507,19103,18611,19076,19397,17994,19063,22351,16691,18694,21808,20728,19367,18779,21291,19825
2021-11-03T20:30,18532,16259,20872,22726,21121,22582,20368,19452,21323,20915,18221,18334,17569,21229,19267,19417,19082,20180,20343,19954,22400,20066,17964,18288,22689,22005,19682,20065,19704,22120
2021-11-03T20:35,21690,18080,19239,19368,20002,19656,21018,22368,17946,19556,20269,24240,17575,19468,18655,18490,20526,19342,17523,17943,20128,19449,22519,17237,19026,21251,17956,20998,18619,18620
2021-11-03T20:40,19849,18790,19304,20205,17456,19833,22288,19827,19784,18889,20434,20650,19836,19239,16961,20161,17112,19550,18753,20262,18350,19965,17419,20257,18117,18762,20689,19899,20993,22427
2021-11-03T20:45,18668,18164,20845,22046,20002,19679,21319,18090,17036,19684,19015,18356,19577,20122,20422,18383,21712,22474,19950,19858,19779,18833,19105,19031,18211,19591,19571,19579,20179,19352
2021-11-03T20:50,18067,20491,20322,17627,19107,20571,20091,19103,21581,20662,18447,19306,20614,22091,17268,19167,19103,18502,23413,21355,18885,21319,16302,19055,19673,18605,19316,20214,18260,17607
2021-11-03T20:55,21658,22090,18531,21461,15939,18332,21158,22876,20958,20550,19039,19619,18374,21278,18281,17794,17667,21306,19855,20387,19381,19798,22033,16811,20185,21172,17277,18581,20922,19838
2021-11-03T21:00,17346,18760,0,18035,19872,20724,17648,18919,19232,19392,20491,15820,20251,17419,18452,22350,21470,20617,20772,20142,18937,15849,21047,19628,18958,20592,18050,20876,20956,16673
2021-11-03T21:05,19875,20875,18752,19308,18405,16920,20061,17326,18049,18067,16208,18321,20533,18396,17884,21709,21054,22084,21561,21015,17242,17084,21794,22017,14551,19164,18860,22629,20763,16745
2021-11-03T21:10,19194,18193,17234,18660,19063,21824,17044,15777,20328,21499,18059,19134,20441,21212,19391,20695,20834,18998,20886,21062,21191,19841,16726,19923,19706,20236,19856,21241,21300,20487
2021-11-03T21:15,21679,20661,20817,19787,21670,15776,19762,20574,19542,20644,18632,18736,20605,18490,20450,20539,17621,15547,18901,19039,19681,22002,18136,15350,19321,17481,19127,21327,18372,19403
2021-11-03T21:20,20746,18941,21214,20318,20723,20362,18746,21282,18718,18715,20799,19044,19327,22845,17641,0,22220,20122,19495,20394,18522,16191,21422,16545,16635,19858,19758,20733,18236,20971
2021-11-03T21:25,17907,17742,22045,18871,18157,21255,19051,20666,18024,20719,17011,18570,20298,19354,16946,21397,19952,19130,18681,20087,18937,19046,16270,21048,19771,20638,17451,17770,19478,18743
2021-11-03T21:30,20039,18557,19690,20404,22985,22664,17914,19511,18755,21289,19305,20674,19554,20099,20374,18472,18656,20277,16787,18925,17932,22094,17770,18484,16958,22168,20584,17117,20358,21988
2021-11-03T21:35,20081,19291,19836,20954,20610,21436,19659,16528,19519,20113,20814,19346,19751,18028,19076,18644,20342,20801,21616,19208,19366,16300,20835,20242,19472,19670,17661,22373,18943,19977
2021-11-03T21:40,16170,19556,22937,20936,19898,20493,17042,18782,19954,21967,20258,18500,19078,16963,17939,19479,18442,21069,22112,22911,20095,18927,21214,20979,21143,18277,20550,20167,20062,19241
2021-11-03T21:45,23505,19799,16817,19854,20981,21213,18441,19564,17638,20009,20953,18906,17869,19879,19498,19674,20839,19949,20922,18956,18246,17454,19588,19419,18979,16942,20595,20618,18495,19120
2021-11-03T21:50,18342,19206,21556,22391,19142,20040,17991,22362,20955,16738,18223,17847,22937,17849,19385,18074,19835,20217,17347,20788,16463,19521,19694,19085,20110,20054,19950,22183,21379,21606
2021-11-03T21:55,18311,19798,19924,15930,18304,20870,18332,17774,18833,20037,15049,19433,20721,17392,19702,20719,20588,17877,16825,18891,18006,0,20465,17643,18134,20239,21365,21185,22216,17123
2021-11-03T22:00,16910,17556,20093,21143,18872,18159,17646,17638,20258,20292,19470,21102,20435,20821,20105,19424,18533,20189,18126,20223,18525,18004,16351,17882,21545,21828,18926,21846,19762,20284
2021-11-03T22:05,19145,22468,23220,19037,19331,21307,18570,19744,18614,20222,19123,22096,21407,18328,20721,17856,18440,20418,19552,20914,18357,20710,18542,19300,19852,20053,21950,19358,19546,20905
2021-11-03T22:10,17204,22166,19005,22385,18965,21845,24017,17994,19880,18634,20118,17422,21726,18487,19304,18357,19837,19497,18398,22011,20224,20698,22166,21095,18743,20224,21699,19319,20526,18277
2021-11-03T22:15,20840,21267,18596,17476,16876,19902,0,18389,19798,19879,15950,18392,21374,15139,18653,20410,22186,19823,17877,20154,18909,24072,18991,21285,19798,17118,18643,19378,23231,19461
2021-11-03T22:20,18228,21879,19811,20176,20599,17991,17362,24141,19434,17528,21791,22088,21746,18949,21782,18098,20070,21296,17451,18325,18203,13854,19703,18803,19312,19493,20898,18511,18973,19766
2021-11-03T22:25,18995,20487,20723,19150,20850,20314,21747,21792,20059,0,19273,21270,18965,18224,18978,19560,18510,17849,18589,20296,17014,21801,18770,21496,19393,20657,18751,22182,22353,20215
2021-11-03T22:30,17799,21194,18602,21367,19431,22647,17906,19427,18788,20394,18317,22444,22478,18273,24863,20469,19463,19690,19692,20603,21462,18648,19867,18158,21687,19615,21212,19299,17133,19318
2021-11-03T22:35,20468,18449,17847,20295,0,19744,19286,19368,20767,18095,20310,19851,16487,19470,17431,19652,20013,19383,17860,19652,21133,19241,20423,19671,19439,22312,21739,18582,20071,16370
2021-11-03T22:40,23469,17997,19704,18450,22177,18316,19073,18369,23117,22174,18835,18507,19893,17863,19854,20274,19133,21874,18577,19990,18473,18270,19928,21906,20322,17780,17647,20978,18715,20325
2021-11-03T22:45,17179,18828,19804,18607,18755,19488,19042,19146,22282,18603,19891,18426,18416,23086,20731,17559,18506,18287,18236,17012,18432,19175,21670,17591,17801,20403,23785,18091,18768,17638
2021-11-03T22:50,16452,20582,18203,18509,18822,19381,18538,19845,17739,21224,18539,20219,19942,20812,20833,17877,15655,18580,18523,19826,20045,20233,19447,16846,19611,18736,19662,20065,19214,20315
2021-11-03T22:55,17579,16835,18820,18692,18898,19997,21641,20687,17720,19228,21146,21701,20251,20175,19369,19944,18302,15365,17851,18976,20214,18777,17132,17972,20470,17900,18774,22397,22513,17134
2021-11-03T23:00,19792,15811,16773,20123,19719,18831,17007,18209,17443,19936,18113,18713,18548,21182,14544,20293,19219,20527,17490,18367,17235,19091,14714,18107,19542,19407,18527,23648,20612,17365
2021-11-03T23:05,16720,18020,20272,18733,17557,22088,20941,21126,18164,20220,19493,20734,18944,19507,19938,16086,20954,23446,20338,19229,21467,21474,20506,17902,19179,16529,21022,17076,19281,19061
2021-11-03T23:10,20075,20702,17070,16692,20461,17345,18504,20540,21485,20074,20189,22543,16371,20717,19522,21683,20131,16675,21398,22468,17208,20446,20362,19232,22829,21699,19701,19499,18560,21656
2021-11-03T23:15,19398,21606,20415,20350,19526,17917,18541,19693,19595,21749,21008,22262,19740,20726,18936,20842,20744,20131,20830,19397,21244,20067,17885,19639,18898,18258,16928,20791,22153,19737
2021-11-03T23:20,20590,18313,20599,22140,20536,18550,17688,17601,18595,17922,20563,20514,20501,21530,19153,21979,18146,19420,18966,17394,19185,22234,18748,22358,19586,18517,18565,19742,18846,20322
2021-11-03T23:25,19266,19265,21082,15832,18500,19625,20298,17873,17335,20141,20865,20002,20489,18352,16950,20550,20696,22007,18224,17826,19651,20346,20743,21499,19834,18867,17834,18193,20855,18203
2021-11-03T23:30,21622,17091,18156,18463,18875,17475,20005,20585,18949,17290,18681,15780,18289,19631,19493,17014,22934,18607,19465,17766,20298,17923,17709,19751,18820,16471,21476,19501,19982,20569
2021-11-03T23:35,19170,19878,19476,16930,17937,18799,19603,18464,19188,20829,18746,21672,22078,18660,18957,16923,18309,20856,20968,20382,17495,20453,19797,19678,21834,18396,19521,18452,19849,20359
2021-11-03T23:40,18268,18881,20752,17147,18672,18956,20594,18243,16481,18009,21463,16142,18278,18820,20455,21091,22324,17373,19776,19277,18503,19171,20629,16215,18479,18290,19028,20233,18332,18917
2021-11-03T23:45,19316,20374,16809,21209,17782,18823,19484,19337,19748,19159,19749,19939,21352,21986,19316,20559,18244,19047,18953,17095,18639,16563,17832,18892,18988,19154,19566,20837,20961,18760
2021-11-03T23:50,19103,17079,21294,19230,21211,17807,18882,17020,17168,20699,19926,19425,19385,20869,18597,21068,17341,21602,19717,18336,17389,17251,20453,19524,18404,18666,18371,19498,21260,18179
2021-11-03T23:55,18922,17588,20518,22009,19189,20359,20973,20145,18488,16694,21113,16661,19534,17136,15573,19023,16229,18286,19305,19387,18738,19771,20321,21706,19874,18488,21800,18315,20406,17802
2021-11-04T00:00,21688,20953,20648,21514,18337,18580,18487,19358,18652,19441,20059,18411,19157,20803,19095,20242,19268,17100,18212,20886,20564,16802,20335,19629,17252,18105,19046,21893,20969,19972
2021-11-04T00:05,19855,19364,19409,17937,18893,20342,19706,23570,22066,20114,21451,16822,16334,20885,21718,20271,18597,19917,18717,17674,17739,17754,18739,18759,20592,20708,19205,19661,18478,17462
2021-11-04T00:10,24043,19965,21147,22560,17041,20380,18371,22950,21748,18696,20493,20701,18063,17195,18933,19965,18455,18688,18468,20295,20121,21185,18256,23341,19234,18263,20832,19876,20296,20049
2021-11-04T00:15,19013,19708,21540,20248,18993,20145,19713,21435,20785,18507,19947,22931,21658,19221,18931,21961,21433,18719,20405,17862,17182,17410,17837,20339,18922,17142,22698,21269,20905,20019
2021-11-04T00:20,20036,21115,18612,21273,20136,21423,17317,18935,19457,20145,19751,17969,18740,21617,18642,19242,18498,18493,19574,20211,19294,20869,18805,20175,20021,18448,19211,21370,18238,20734
2021-11-04T00:25,19181,18268,18955,19128,17753,21621,19734,17185,18710,19178,18433,23405,18651,16424,18015,19062,18285,19538,17410,21962,18132,18039,18877,18427,18322,19837,17453,21518,17115,19122
2021-11-04T00:30,19583,19626,21600,18428,17883,18199,18854,19750,18586,18448,20962,19079,19412,17174,17157,17073,20784,15628,19078,16743,18981,23071,18087,20789,19530,20529,18482,20885,21306,17122
2021-11-04T00:35,21646,17463,21078,18047,20185,20580,18826,19325,21691,19521,21581,17971,19001,20628,18646,18762,21614,18918,20854,18537,21252,21163,18136,18510,20617,18790,23122,18698,19939,19693
2021-11-04T00:40,19438,18587,19797,18607,19472,19879,22394,20005,20215,19670,19428,19057,21980,19643,20786,22591,17883,19148,20385,20884,18093,19000,20532,18120,19131,15684,20449,19409,21081,17142
2021-11-04T00:45,20960,17445,18526,23235,18772,17802,22563,20088,18675,19013,20828,21751,18961,22747,21958,20242,19990,18678,18734,22260,17371,22149,21465,20466,20592,17902,17551,20072,18922,23036
2021-11-04T00:50,18239,20924,19601,18967,18621,20882,21192,16422,20231,18112,18464,22238,17903,19716,18685,17599,20214,21363,21519,20941,21117,20763,20291,17788,20029,17986,21593,19105,0,16628
2021-11-04T00:55,21388,19683,17882,20175,20399,22236,19901,18616,21327,19022,20415,21016,21029,18847,17813,20754,19157,18540,20286,18614,15761,17159,18407,19670,19870,19722,21139,20715,18344,17583
2021-11-04T01:00,18748,17838,18382,20537,17693,0,20928,17301,19174,16216,19043,20782,20751,21419,21277,17229,17335,21270,15650,17274,18137,21131,18598,20965,19083,20476,20754,20534,18030,18935
2021-11-04T01:05,19105,20731,19755,19226,17327,19700,19885,19269,19679,20936,20959,18294,16083,23781,20018,16866,19908,18444,18710,22315,19215,19923,19479,16494,19586,20429,20207,19362,18095,19449
2021-11-04T01:10,22313,19393,22728,20038,20671,20182,20963,16870,18187,19808,22766,20371,20786,20369,16415,20776,21982,18012,20948,17437,19945,20659,17335,19991,18937,19547,19641,20016,18217,18543
2021-11-04T01:15,18448,18678,16277,24169,17234,19157,16576,19187,22039,21144,16231,21695,18168,18030,22544,20311,17828,19632,20974,19362,17435,18380,18670,19579,20023,18608,18704,19326,19600,20431
2021-11-04T01:20,20647,21980,21323,19398,17568,19038,18812,20847,15569,21544,20591,21404,19411,20252,19563,18674,18454,20918,20697,19772,20144,21417,22165,16363,19534,18564,18883,19922,18888,17022
2021-11-04T01:25,17260,21505,19037,22704,18853,20601,20548,19968,18835,16831,17254,18541,21486,17293,18586,18863,15170,17709,18724,19429,16081,21168,17315,21030,19044,17999,21326,16384,19450,21035
2021-11-04T01:30,18557,20613,21611,21151,17633,21665,18022,22303,20670,18222,16472,16505,20271,21062,18616,19877,17196,20118,18831,22095,20608,19171,15787,19447,18013,19394,24001,19651,19520,18931
2021-11-04T01:35,23092,19355,19363,17556,19781,18222,19940,19077,21177,20388,18301,21309,18588,18849,19374,20255,17370,18864,21224,18354,18489,20695,20485,20281,17825,21854,20669,20275,18859,20434
